date,state,Sum of accumulate_cases,total recovered,Sum of accumulate_deaths,Sum of deaths_new,Sum of cases_new,recovered_per_day
27-08-20,Melaka,262,199,5,0,3,0
28-08-20,Melaka,262,199,5,0,0,0
29-08-20,Melaka,262,199,5,0,0,0
30-08-20,Melaka,262,199,5,0,0,0
31-08-20,Melaka,262,199,5,0,0,0
01-09-20,Melaka,262,203,5,0,0,4
02-09-20,Melaka,262,203,5,0,0,0
03-09-20,Melaka,262,203,5,0,0,0
04-09-20,Melaka,262,203,5,0,0,0
05-09-20,Melaka,262,204,5,0,0,1
06-09-20,Melaka,262,205,5,0,0,1
07-09-20,Melaka,262,206,5,0,0,1
08-09-20,Melaka,262,206,5,0,0,0
09-09-20,Melaka,262,206,5,0,0,0
10-09-20,Melaka,262,206,5,0,0,0
11-09-20,Melaka,262,206,5,0,0,0
12-09-20,Melaka,262,206,5,0,0,0
13-09-20,Melaka,262,206,5,0,0,0
14-09-20,Melaka,262,206,5,0,0,0
15-09-20,Melaka,262,206,5,0,0,0
16-09-20,Melaka,262,206,5,0,0,0
17-09-20,Melaka,262,206,5,0,0,0
18-09-20,Melaka,262,206,5,0,0,0
19-09-20,Melaka,262,206,5,0,0,0
20-09-20,Melaka,262,206,5,0,0,0
21-09-20,Melaka,262,206,5,0,0,0
22-09-20,Melaka,262,206,5,0,0,0
23-09-20,Melaka,262,206,5,0,0,0
24-09-20,Melaka,262,206,5,0,0,0
25-09-20,Melaka,262,206,5,0,0,0
26-09-20,Melaka,263,206,5,0,1,0
27-09-20,Melaka,264,206,5,0,1,0
28-09-20,Melaka,265,206,5,0,1,0
29-09-20,Melaka,266,206,5,0,1,0
30-09-20,Melaka,266,206,5,0,0,0
01-10-20,Melaka,267,206,5,0,1,0
02-10-20,Melaka,267,206,5,0,0,0
03-10-20,Melaka,267,207,5,0,0,1
04-10-20,Melaka,267,207,5,0,0,0
05-10-20,Melaka,268,207,5,0,1,0
06-10-20,Melaka,268,207,5,0,0,0
07-10-20,Melaka,268,207,5,0,0,0
08-10-20,Melaka,269,207,5,0,1,0
09-10-20,Melaka,269,208,5,0,0,1
10-10-20,Melaka,270,208,5,0,1,0
11-10-20,Melaka,273,209,5,0,3,1
12-10-20,Melaka,274,298,5,0,1,3
13-10-20,Melaka,274,301,5,0,0,3
14-10-20,Melaka,276,303,5,0,2,2
15-10-20,Melaka,278,303,5,0,2,0
16-10-20,Melaka,281,304,5,0,3,1
17-10-20,Melaka,282,306,5,0,1,2
18-10-20,Melaka,283,306,5,0,1,0
19-10-20,Melaka,299,310,5,0,16,4
20-10-20,Melaka,299,310,5,0,0,0
21-10-20,Melaka,302,311,5,0,3,1
22-10-20,Melaka,305,312,5,0,3,1
23-10-20,Melaka,305,314,5,0,0,2
24-10-20,Melaka,308,316,5,0,3,2
25-10-20,Melaka,308,316,5,0,0,0
26-10-20,Melaka,310,320,5,0,2,4
27-10-20,Melaka,310,322,5,0,0,2
28-10-20,Melaka,310,326,5,0,0,4
29-10-20,Melaka,311,335,5,0,1,9
30-10-20,Melaka,311,337,5,0,0,2
31-10-20,Melaka,311,343,5,0,0,6
01-11-20,Melaka,312,346,5,0,1,3
02-11-20,Melaka,312,347,5,0,0,1
03-11-20,Melaka,313,349,5,0,1,2
04-11-20,Melaka,313,350,5,0,0,1
05-11-20,Melaka,318,352,5,0,5,2
06-11-20,Melaka,320,352,5,0,2,0
07-11-20,Melaka,322,355,5,0,2,3
08-11-20,Melaka,327,355,5,0,5,0
09-11-20,Melaka,332,357,5,0,5,2
10-11-20,Melaka,332,360,5,0,0,3
11-11-20,Melaka,338,362,5,0,6,2
12-11-20,Melaka,346,366,5,0,8,4
13-11-20,Melaka,359,371,5,0,13,5
14-11-20,Melaka,365,372,5,0,6,1
15-11-20,Melaka,367,382,5,0,2,10
16-11-20,Melaka,368,387,5,0,1,5
17-11-20,Melaka,370,390,5,0,2,3
18-11-20,Melaka,374,396,5,0,4,6
19-11-20,Melaka,375,404,5,0,1,8
20-11-20,Melaka,377,406,5,0,2,2
21-11-20,Melaka,377,414,5,0,0,8
22-11-20,Melaka,382,426,5,0,5,12
23-11-20,Melaka,382,434,5,0,0,8
24-11-20,Melaka,384,434,5,0,2,0
25-11-20,Melaka,385,445,5,0,1,11
26-11-20,Melaka,385,447,5,0,0,2
27-11-20,Melaka,385,452,5,0,0,5
28-11-20,Melaka,386,456,5,0,1,4
29-11-20,Melaka,387,461,5,0,1,5
30-11-20,Melaka,387,467,5,0,0,6
01-12-20,Melaka,387,467,5,0,0,0
02-12-20,Melaka,388,469,5,0,1,2
03-12-20,Melaka,390,471,5,0,2,2
04-12-20,Melaka,390,472,5,0,0,1
05-12-20,Melaka,395,473,5,0,5,1
06-12-20,Melaka,398,473,5,0,3,0
07-12-20,Melaka,399,475,5,0,1,2
08-12-20,Melaka,399,475,5,0,0,0
09-12-20,Melaka,401,476,5,0,2,1
10-12-20,Melaka,406,478,5,0,5,2
11-12-20,Melaka,411,480,5,0,5,2
12-12-20,Melaka,426,483,5,0,15,3
13-12-20,Melaka,433,489,5,0,7,6
14-12-20,Melaka,434,494,5,0,1,5
15-12-20,Melaka,439,494,5,0,5,0
16-12-20,Melaka,453,508,5,0,14,14
17-12-20,Melaka,551,509,5,0,98,1
18-12-20,Melaka,691,509,5,0,140,0
19-12-20,Melaka,694,521,5,0,3,12
20-12-20,Melaka,695,526,5,0,1,5
21-12-20,Melaka,704,569,5,0,9,43
22-12-20,Melaka,713,584,5,0,9,15
23-12-20,Melaka,837,598,5,0,124,14
24-12-20,Melaka,913,646,5,0,76,48
25-12-20,Melaka,927,684,5,0,14,38
26-12-20,Melaka,932,722,6,1,5,38
27-12-20,Melaka,955,749,6,0,23,27
28-12-20,Melaka,969,830,6,0,14,81
29-12-20,Melaka,978,879,6,0,9,49
30-12-20,Melaka,986,913,6,0,8,34
31-12-20,Melaka,1225,936,6,0,239,23
01-01-21,Melaka,1248,954,6,0,23,18
02-01-21,Melaka,1343,967,6,0,95,13
03-01-21,Melaka,1349,1085,6,0,6,118
04-01-21,Melaka,1383,1117,6,0,34,32
05-01-21,Melaka,1404,1145,6,0,21,28
06-01-21,Melaka,1417,1195,6,0,13,50
07-01-21,Melaka,1428,1220,6,0,11,25
08-01-21,Melaka,1498,1256,6,0,70,36
09-01-21,Melaka,1548,1297,6,0,50,41
10-01-21,Melaka,1583,1351,6,0,35,54
11-01-21,Melaka,1620,1373,6,0,37,22
12-01-21,Melaka,1641,1470,6,0,21,97
13-01-21,Melaka,1713,1515,6,0,72,45
14-01-21,Melaka,1798,1537,6,0,85,22
15-01-21,Melaka,1856,1579,6,0,58,42
16-01-21,Melaka,1900,1615,6,0,44,36
17-01-21,Melaka,1960,1673,6,0,60,58
18-01-21,Melaka,2116,1721,6,0,156,48
19-01-21,Melaka,2238,1750,6,0,122,29
20-01-21,Melaka,2370,1773,6,0,132,23
21-01-21,Melaka,2476,1804,6,0,106,31
22-01-21,Melaka,2558,1823,6,0,82,19
23-01-21,Melaka,2836,1880,7,1,278,57
24-01-21,Melaka,2988,1968,8,1,152,88
25-01-21,Melaka,3078,2000,8,0,90,32
26-01-21,Melaka,3170,2047,8,0,92,47
27-01-21,Melaka,3233,2079,8,0,63,32
28-01-21,Melaka,3306,2100,8,0,73,21
29-01-21,Melaka,3380,2120,9,1,74,20
30-01-21,Melaka,3422,2156,10,1,42,36
31-01-21,Melaka,3575,2183,10,0,153,27
01-02-21,Melaka,3660,2223,11,1,85,40
02-02-21,Melaka,3722,2258,11,0,62,35
03-02-21,Melaka,3775,2275,12,1,53,17
04-02-21,Melaka,4013,2311,13,1,238,36
05-02-21,Melaka,4154,2350,13,0,141,39
06-02-21,Melaka,4483,2374,15,2,329,24
07-02-21,Melaka,4796,2430,15,0,313,56
08-02-21,Melaka,5140,2457,16,1,344,27
09-02-21,Melaka,5343,2488,16,0,203,31
10-02-21,Melaka,5435,2520,16,0,92,32
11-02-21,Melaka,5536,2540,16,0,101,20
12-02-21,Melaka,5581,2564,17,1,45,24
13-02-21,Melaka,5631,2600,17,0,50,36
14-02-21,Melaka,5642,2626,17,0,11,26
15-02-21,Melaka,5656,2651,17,0,14,25
16-02-21,Melaka,5670,2668,17,0,14,17
17-02-21,Melaka,5690,2683,17,0,20,15
18-02-21,Melaka,5728,2740,17,0,38,57
19-02-21,Melaka,5754,2776,18,1,26,36
20-02-21,Melaka,5786,2806,18,0,32,30
21-02-21,Melaka,5851,2832,18,0,65,26
22-02-21,Melaka,5865,2839,18,0,14,7
23-02-21,Melaka,5887,2845,18,0,22,6
24-02-21,Melaka,5913,2858,18,0,26,13
25-02-21,Melaka,5935,2869,18,0,22,11
26-02-21,Melaka,5948,2891,18,0,13,22
27-02-21,Melaka,5965,2903,18,0,17,12
28-02-21,Melaka,5975,2926,19,1,10,23
01-03-21,Melaka,5983,2945,20,1,8,19
02-03-21,Melaka,5994,2949,20,0,11,4
03-03-21,Melaka,6030,2957,20,0,36,8
04-03-21,Melaka,6033,2972,20,0,3,15
05-03-21,Melaka,6043,2985,20,0,10,13
06-03-21,Melaka,6053,2996,20,0,10,11
07-03-21,Melaka,6056,3008,20,0,3,12
08-03-21,Melaka,6060,3020,20,0,4,12
09-03-21,Melaka,6060,3035,20,0,0,15
10-03-21,Melaka,6071,3052,21,1,11,17
11-03-21,Melaka,6142,3074,21,0,71,22
12-03-21,Melaka,6167,3083,21,0,25,9
13-03-21,Melaka,6169,3089,21,0,2,6
14-03-21,Melaka,6173,3091,21,0,4,2
15-03-21,Melaka,6175,3093,21,0,2,2
16-03-21,Melaka,6176,3095,21,0,1,2
17-03-21,Melaka,6196,3097,21,0,20,2
18-03-21,Melaka,6204,3103,21,0,8,6
19-03-21,Melaka,6258,3166,21,0,54,63
20-03-21,Melaka,6276,3171,21,0,18,5
21-03-21,Melaka,6286,3175,21,0,10,4
22-03-21,Melaka,6298,3178,21,0,12,3
23-03-21,Melaka,6343,3181,21,0,45,3
24-03-21,Melaka,6395,3185,21,0,52,4
25-03-21,Melaka,6427,3189,21,0,32,4
26-03-21,Melaka,6446,3213,21,0,19,24
27-03-21,Melaka,6482,3225,21,0,36,12
28-03-21,Melaka,6487,3228,21,0,5,3
29-03-21,Melaka,6495,3232,21,0,8,4
30-03-21,Melaka,6501,3245,21,0,6,13
31-03-21,Melaka,6542,3250,21,0,41,5
01-04-21,Melaka,6551,3264,21,0,9,14
02-04-21,Melaka,6573,3287,21,0,22,23
03-04-21,Melaka,6593,3292,21,0,20,5
04-04-21,Melaka,6608,3295,21,0,15,3
05-04-21,Melaka,6633,3304,21,0,25,9
06-04-21,Melaka,6640,3316,21,0,7,12
07-04-21,Melaka,6653,3324,21,0,13,8
08-04-21,Melaka,6664,3346,21,0,11,22
09-04-21,Melaka,6698,3352,21,0,34,6
10-04-21,Melaka,6704,3361,21,0,6,9
11-04-21,Melaka,6763,3373,21,0,59,12
12-04-21,Melaka,6774,3379,21,0,11,6
13-04-21,Melaka,6791,3386,21,0,17,7
14-04-21,Melaka,6797,3394,21,0,6,8
15-04-21,Melaka,6850,3401,21,0,53,7
16-04-21,Melaka,6878,3405,21,0,28,4
17-04-21,Melaka,6887,3420,21,0,9,15
18-04-21,Melaka,6902,3424,21,0,15,4
19-04-21,Melaka,6929,3471,21,0,27,47
20-04-21,Melaka,6948,3473,21,0,19,2
21-04-21,Melaka,7011,3480,21,0,63,7
22-04-21,Melaka,7053,3525,21,0,42,45
23-04-21,Melaka,7095,3545,21,0,42,20
24-04-21,Melaka,7125,3553,21,0,30,8
25-04-21,Melaka,7167,3559,21,0,42,6
26-04-21,Melaka,7201,3578,21,0,34,19
27-04-21,Melaka,7234,3584,21,0,33,6
28-04-21,Melaka,7276,3596,21,0,42,12
29-04-21,Melaka,7319,3609,21,0,43,13
30-04-21,Melaka,7374,3625,21,0,55,16
01-05-21,Melaka,7428,3644,21,0,54,19
02-05-21,Melaka,7489,3661,21,0,61,17
03-05-21,Melaka,7584,3675,21,0,95,14
04-05-21,Melaka,7636,3686,22,1,52,11
05-05-21,Melaka,7679,3701,22,0,43,15
06-05-21,Melaka,7761,3717,22,0,82,16
07-05-21,Melaka,7835,3738,22,0,74,21
08-05-21,Melaka,7935,3747,22,0,100,9
09-05-21,Melaka,8001,3770,22,0,66,23
10-05-21,Melaka,8089,3803,25,3,88,33
11-05-21,Melaka,8168,3814,25,0,79,11
12-05-21,Melaka,8278,3828,26,1,110,14
13-05-21,Melaka,8345,3850,26,0,67,22
14-05-21,Melaka,8452,3868,28,2,107,18
15-05-21,Melaka,8549,3900,28,0,97,32
16-05-21,Melaka,8671,3935,28,0,122,35
17-05-21,Melaka,8751,3980,30,2,80,45
18-05-21,Melaka,8878,3994,30,0,127,14
19-05-21,Melaka,9000,4019,31,1,122,25
20-05-21,Melaka,9212,4049,35,4,212,30
21-05-21,Melaka,9377,4072,37,2,165,23
22-05-21,Melaka,9552,4098,38,1,175,26
23-05-21,Melaka,9761,4124,44,6,209,26
24-05-21,Melaka,10090,4158,50,6,329,34
25-05-21,Melaka,10348,4185,52,2,258,27
26-05-21,Melaka,10578,4225,55,3,230,40
27-05-21,Melaka,10812,4321,56,1,234,96
28-05-21,Melaka,11192,4442,59,3,380,121
29-05-21,Melaka,11532,4607,61,2,340,165
30-05-21,Melaka,11734,4723,65,4,202,116
31-05-21,Melaka,12086,4934,68,3,352,211
01-06-21,Melaka,12335,5083,72,4,249,149
02-06-21,Melaka,12544,5251,77,5,209,168
03-06-21,Melaka,12866,5552,79,2,322,301
04-06-21,Melaka,13100,5751,82,3,234,199
05-06-21,Melaka,13306,5923,87,5,206,172
06-06-21,Melaka,13531,6102,89,2,225,179
07-06-21,Melaka,13709,6313,90,1,178,211
08-06-21,Melaka,14023,6446,94,4,314,133
09-06-21,Melaka,14173,6550,97,3,150,104
10-06-21,Melaka,14357,6705,98,1,184,155
11-06-21,Melaka,14527,6825,100,2,170,120
12-06-21,Melaka,14705,6942,105,5,178,117
13-06-21,Melaka,14850,7088,106,1,145,146
14-06-21,Melaka,14969,7241,107,1,119,153
15-06-21,Melaka,15124,7349,108,1,155,108
16-06-21,Melaka,15276,7471,111,3,152,122
17-06-21,Melaka,15460,7553,113,2,184,82
18-06-21,Melaka,15683,7704,116,3,223,151
19-06-21,Melaka,15817,7803,117,1,134,99
20-06-21,Melaka,16000,7919,117,0,183,116
21-06-21,Melaka,16205,8015,118,1,205,96
22-06-21,Melaka,16372,8127,122,4,167,112
23-06-21,Melaka,16552,8230,123,1,180,103
24-06-21,Melaka,16799,8353,125,2,247,123
25-06-21,Melaka,17022,8467,126,1,223,114
26-06-21,Melaka,17377,8579,129,3,355,112
27-06-21,Melaka,17757,8687,131,2,380,108
28-06-21,Melaka,17940,8910,136,5,183,223
29-06-21,Melaka,18192,9067,143,7,252,157
30-06-21,Melaka,18415,9234,150,7,223,167
01-07-21,Melaka,18726,9369,154,4,311,135
02-07-21,Melaka,18928,9506,155,1,202,137
03-07-21,Melaka,19273,9643,159,4,345,137
04-07-21,Melaka,19563,9808,160,1,290,165
05-07-21,Melaka,19769,9980,168,8,206,172
06-07-21,Melaka,19999,10147,171,3,230,167
07-07-21,Melaka,20357,10250,175,4,358,103
08-07-21,Melaka,20540,10503,183,8,183,253
09-07-21,Melaka,20762,10656,192,9,222,153
10-07-21,Melaka,21597,10851,196,4,835,195
11-07-21,Melaka,21875,11103,204,8,278,252
12-07-21,Melaka,22286,11328,207,3,411,225
13-07-21,Melaka,22609,11518,217,10,323,190
14-07-21,Melaka,23135,11687,218,1,526,169
15-07-21,Melaka,23619,11862,221,3,484,175
16-07-21,Melaka,24194,12132,228,7,575,270
17-07-21,Melaka,24763,12409,239,11,569,277
18-07-21,Melaka,25052,12655,244,5,289,246
19-07-21,Melaka,25526,12817,254,10,474,162
20-07-21,Melaka,25835,13090,263,9,309,273
21-07-21,Melaka,26288,13260,279,16,453,170
22-07-21,Melaka,26641,13523,286,7,353,263
23-07-21,Melaka,27093,13799,299,13,452,276
24-07-21,Melaka,27724,13802,306,7,631,3
25-07-21,Melaka,28094,14051,311,5,370,249
26-07-21,Melaka,28467,14051,329,18,373,0
27-07-21,Melaka,29141,14259,346,17,674,208
28-07-21,Melaka,29672,14259,353,7,531,0
29-07-21,Melaka,30088,14514,363,10,416,255
30-07-21,Melaka,30669,14634,380,17,581,120
16-03-20,Negeri Sembilan,42,0,0,0,42,0
17-03-20,Negeri Sembilan,45,0,0,0,3,0
18-03-20,Negeri Sembilan,45,0,0,0,0,0
19-03-20,Negeri Sembilan,56,0,0,0,11,0
20-03-20,Negeri Sembilan,65,0,0,0,9,0
21-03-20,Negeri Sembilan,70,0,0,0,5,0
22-03-20,Negeri Sembilan,78,0,0,0,8,0
23-03-20,Negeri Sembilan,94,0,0,0,16,0
24-03-20,Negeri Sembilan,109,0,0,0,15,0
25-03-20,Negeri Sembilan,123,5,0,0,14,5
26-03-20,Negeri Sembilan,132,7,0,0,9,2
27-03-20,Negeri Sembilan,138,18,0,0,6,11
28-03-20,Negeri Sembilan,153,31,0,0,15,13
29-03-20,Negeri Sembilan,162,40,1,1,9,9
30-03-20,Negeri Sembilan,172,41,1,0,10,1
31-03-20,Negeri Sembilan,181,45,2,1,9,4
01-04-20,Negeri Sembilan,189,46,2,0,8,1
02-04-20,Negeri Sembilan,207,49,3,1,18,3
03-04-20,Negeri Sembilan,211,59,4,1,4,10
04-04-20,Negeri Sembilan,220,63,4,0,9,4
05-04-20,Negeri Sembilan,231,82,4,0,11,19
06-04-20,Negeri Sembilan,239,108,4,0,8,26
07-04-20,Negeri Sembilan,261,123,4,0,22,15
08-04-20,Negeri Sembilan,270,148,5,1,9,25
09-04-20,Negeri Sembilan,281,160,5,0,11,12
10-04-20,Negeri Sembilan,292,180,5,0,11,20
11-04-20,Negeri Sembilan,309,187,6,1,17,7
12-04-20,Negeri Sembilan,318,199,7,1,9,12
13-04-20,Negeri Sembilan,360,210,7,0,42,11
14-04-20,Negeri Sembilan,362,224,7,0,2,14
15-04-20,Negeri Sembilan,363,232,7,0,1,8
16-04-20,Negeri Sembilan,389,242,7,0,26,10
17-04-20,Negeri Sembilan,402,252,7,0,13,10
18-04-20,Negeri Sembilan,405,257,7,0,3,5
19-04-20,Negeri Sembilan,405,263,7,0,0,6
20-04-20,Negeri Sembilan,408,285,7,0,3,22
21-04-20,Negeri Sembilan,409,295,7,0,1,10
22-04-20,Negeri Sembilan,411,305,7,0,2,10
23-04-20,Negeri Sembilan,431,308,7,0,20,3
24-04-20,Negeri Sembilan,433,313,7,0,2,5
25-04-20,Negeri Sembilan,433,324,7,0,0,11
26-04-20,Negeri Sembilan,434,332,7,0,1,8
27-04-20,Negeri Sembilan,435,342,7,0,1,10
28-04-20,Negeri Sembilan,436,343,7,0,1,1
29-04-20,Negeri Sembilan,508,361,7,0,72,18
30-04-20,Negeri Sembilan,513,366,7,0,5,5
01-05-20,Negeri Sembilan,513,371,7,0,0,5
02-05-20,Negeri Sembilan,521,383,7,0,8,12
03-05-20,Negeri Sembilan,592,418,8,1,71,35
04-05-20,Negeri Sembilan,598,423,8,0,6,5
05-05-20,Negeri Sembilan,598,429,8,0,0,6
06-05-20,Negeri Sembilan,600,430,8,0,2,1
07-05-20,Negeri Sembilan,600,430,8,0,0,0
08-05-20,Negeri Sembilan,653,430,8,0,53,0
09-05-20,Negeri Sembilan,681,435,8,0,28,5
10-05-20,Negeri Sembilan,726,436,8,0,45,1
11-05-20,Negeri Sembilan,742,437,8,0,16,1
12-05-20,Negeri Sembilan,742,438,8,0,0,1
13-05-20,Negeri Sembilan,764,448,8,0,22,10
14-05-20,Negeri Sembilan,775,465,8,0,11,17
15-05-20,Negeri Sembilan,776,471,8,0,1,6
16-05-20,Negeri Sembilan,776,478,8,0,0,7
17-05-20,Negeri Sembilan,776,487,8,0,0,9
18-05-20,Negeri Sembilan,776,487,8,0,0,0
19-05-20,Negeri Sembilan,776,494,8,0,0,7
20-05-20,Negeri Sembilan,776,498,8,0,0,4
21-05-20,Negeri Sembilan,778,509,8,0,2,11
22-05-20,Negeri Sembilan,791,514,8,0,13,5
23-05-20,Negeri Sembilan,792,525,8,0,1,11
24-05-20,Negeri Sembilan,792,529,8,0,0,4
25-05-20,Negeri Sembilan,792,542,8,0,0,13
26-05-20,Negeri Sembilan,793,561,8,0,1,19
27-05-20,Negeri Sembilan,793,565,8,0,0,4
28-05-20,Negeri Sembilan,793,583,8,0,0,18
29-05-20,Negeri Sembilan,852,586,8,0,59,3
30-05-20,Negeri Sembilan,856,619,8,0,4,33
31-05-20,Negeri Sembilan,858,625,8,0,2,6
01-06-20,Negeri Sembilan,860,630,8,0,2,5
02-06-20,Negeri Sembilan,866,632,8,0,6,2
03-06-20,Negeri Sembilan,902,635,8,0,36,3
04-06-20,Negeri Sembilan,905,643,8,0,3,8
05-06-20,Negeri Sembilan,905,644,8,0,0,1
06-06-20,Negeri Sembilan,910,650,8,0,5,6
07-06-20,Negeri Sembilan,911,654,8,0,1,4
08-06-20,Negeri Sembilan,911,658,8,0,0,4
09-06-20,Negeri Sembilan,911,659,8,0,0,1
10-06-20,Negeri Sembilan,911,689,8,0,0,30
11-06-20,Negeri Sembilan,927,700,8,0,16,11
12-06-20,Negeri Sembilan,931,731,8,0,4,31
13-06-20,Negeri Sembilan,957,747,8,0,26,16
14-06-20,Negeri Sembilan,957,749,8,0,0,2
15-06-20,Negeri Sembilan,989,764,8,0,32,15
16-06-20,Negeri Sembilan,993,768,8,0,4,4
17-06-20,Negeri Sembilan,994,774,8,0,1,6
18-06-20,Negeri Sembilan,994,776,8,0,0,2
19-06-20,Negeri Sembilan,995,781,8,0,1,5
20-06-20,Negeri Sembilan,996,785,8,0,1,4
21-06-20,Negeri Sembilan,1002,788,8,0,6,3
22-06-20,Negeri Sembilan,1014,790,8,0,12,2
23-06-20,Negeri Sembilan,1015,807,8,0,1,17
24-06-20,Negeri Sembilan,1015,811,8,0,0,4
25-06-20,Negeri Sembilan,1015,813,8,0,0,2
26-06-20,Negeri Sembilan,1015,826,8,0,0,13
27-06-20,Negeri Sembilan,1016,830,8,0,1,4
28-06-20,Negeri Sembilan,1016,833,8,0,0,3
29-06-20,Negeri Sembilan,1016,840,8,0,0,7
30-06-20,Negeri Sembilan,1016,841,8,0,0,1
01-07-20,Negeri Sembilan,1016,841,8,0,0,0
02-07-20,Negeri Sembilan,1016,843,8,0,0,2
03-07-20,Negeri Sembilan,1016,844,8,0,0,1
04-07-20,Negeri Sembilan,1026,857,8,0,10,13
05-07-20,Negeri Sembilan,1027,859,8,0,1,2
06-07-20,Negeri Sembilan,1027,862,8,0,0,3
07-07-20,Negeri Sembilan,1027,862,8,0,0,0
08-07-20,Negeri Sembilan,1027,862,8,0,0,0
09-07-20,Negeri Sembilan,1027,864,8,0,0,2
10-07-20,Negeri Sembilan,1027,874,8,0,0,10
11-07-20,Negeri Sembilan,1027,815,8,0,0,0
12-07-20,Negeri Sembilan,1027,815,8,0,0,0
13-07-20,Negeri Sembilan,1027,815,8,0,0,0
14-07-20,Negeri Sembilan,1027,815,8,0,0,0
15-07-20,Negeri Sembilan,1027,815,8,0,0,0
16-07-20,Negeri Sembilan,1027,815,8,0,0,0
17-07-20,Negeri Sembilan,1027,816,8,0,0,1
18-07-20,Negeri Sembilan,1027,816,8,0,0,0
19-07-20,Negeri Sembilan,1027,816,8,0,0,0
20-07-20,Negeri Sembilan,1028,816,8,0,1,0
21-07-20,Negeri Sembilan,1028,816,8,0,0,0
22-07-20,Negeri Sembilan,1028,816,8,0,0,0
23-07-20,Negeri Sembilan,1028,816,8,0,0,0
24-07-20,Negeri Sembilan,1028,816,8,0,0,0
25-07-20,Negeri Sembilan,1028,816,8,0,0,0
26-07-20,Negeri Sembilan,1028,816,8,0,0,0
27-07-20,Negeri Sembilan,1028,816,8,0,0,0
28-07-20,Negeri Sembilan,1028,816,8,0,0,0
29-07-20,Negeri Sembilan,1028,816,8,0,0,0
30-07-20,Negeri Sembilan,1028,816,8,0,0,0
31-07-20,Negeri Sembilan,1029,816,8,0,1,0
01-08-20,Negeri Sembilan,1029,816,8,0,0,0
02-08-20,Negeri Sembilan,1029,816,8,0,0,0
03-08-20,Negeri Sembilan,1029,816,8,0,0,0
04-08-20,Negeri Sembilan,1029,817,8,0,0,1
05-08-20,Negeri Sembilan,1029,817,8,0,0,0
06-08-20,Negeri Sembilan,1031,817,8,0,2,0
07-08-20,Negeri Sembilan,1031,817,8,0,0,0
08-08-20,Negeri Sembilan,1032,818,8,0,1,1
09-08-20,Negeri Sembilan,1032,818,8,0,0,0
10-08-20,Negeri Sembilan,1032,819,8,0,0,1
11-08-20,Negeri Sembilan,1032,819,8,0,0,0
12-08-20,Negeri Sembilan,1032,819,8,0,0,0
13-08-20,Negeri Sembilan,1032,819,8,0,0,0
14-08-20,Negeri Sembilan,1032,819,8,0,0,0
15-08-20,Negeri Sembilan,1034,819,8,0,2,0
16-08-20,Negeri Sembilan,1034,820,8,0,0,1
17-08-20,Negeri Sembilan,1034,821,8,0,0,1
18-08-20,Negeri Sembilan,1034,822,8,0,0,1
19-08-20,Negeri Sembilan,1034,822,8,0,0,0
20-08-20,Negeri Sembilan,1034,822,8,0,0,0
21-08-20,Negeri Sembilan,1034,822,8,0,0,0
22-08-20,Negeri Sembilan,1034,822,8,0,0,0
23-08-20,Negeri Sembilan,1034,822,8,0,0,0
24-08-20,Negeri Sembilan,1034,822,8,0,0,0
25-08-20,Negeri Sembilan,1034,822,8,0,0,0
26-08-20,Negeri Sembilan,1034,822,8,0,0,0
27-08-20,Negeri Sembilan,1034,822,8,0,0,0
28-08-20,Negeri Sembilan,1034,822,8,0,0,0
29-08-20,Negeri Sembilan,1034,822,8,0,0,0
30-08-20,Negeri Sembilan,1034,822,8,0,0,0
31-08-20,Negeri Sembilan,1034,822,8,0,0,0
01-09-20,Negeri Sembilan,1034,822,8,0,0,0
02-09-20,Negeri Sembilan,1034,822,8,0,0,0
03-09-20,Negeri Sembilan,1036,822,8,0,2,0
04-09-20,Negeri Sembilan,1037,822,8,0,1,0
05-09-20,Negeri Sembilan,1037,822,8,0,0,0
06-09-20,Negeri Sembilan,1037,822,8,0,0,0
07-09-20,Negeri Sembilan,1037,822,8,0,0,0
08-09-20,Negeri Sembilan,1038,822,8,0,1,0
09-09-20,Negeri Sembilan,1039,822,8,0,1,0
10-09-20,Negeri Sembilan,1039,822,8,0,0,0
11-09-20,Negeri Sembilan,1039,822,8,0,0,0
12-09-20,Negeri Sembilan,1039,822,8,0,0,0
13-09-20,Negeri Sembilan,1039,822,8,0,0,0
14-09-20,Negeri Sembilan,1043,822,8,0,4,0
15-09-20,Negeri Sembilan,1043,823,8,0,0,1
16-09-20,Negeri Sembilan,1043,824,8,0,0,1
17-09-20,Negeri Sembilan,1043,824,8,0,0,0
18-09-20,Negeri Sembilan,1044,824,8,0,1,0
19-09-20,Negeri Sembilan,1044,824,8,0,0,0
20-09-20,Negeri Sembilan,1044,825,8,0,0,1
21-09-20,Negeri Sembilan,1044,827,8,0,0,2
22-09-20,Negeri Sembilan,1044,827,8,0,0,0
23-09-20,Negeri Sembilan,1044,827,8,0,0,0
24-09-20,Negeri Sembilan,1044,827,8,0,0,0
25-09-20,Negeri Sembilan,1044,831,8,0,0,4
26-09-20,Negeri Sembilan,1047,831,8,0,3,0
27-09-20,Negeri Sembilan,1047,831,8,0,0,0
28-09-20,Negeri Sembilan,1048,831,8,0,1,0
29-09-20,Negeri Sembilan,1048,831,8,0,0,0
30-09-20,Negeri Sembilan,1049,832,8,0,1,1
01-10-20,Negeri Sembilan,1049,832,8,0,0,0
02-10-20,Negeri Sembilan,1051,832,8,0,2,0
