date,state,Sum of accumulate_cases,total recovered,Sum of accumulate_deaths,Sum of deaths_new,Sum of cases_new,recovered_per_day
16-03-20,Johor,52,0,0,0,52,0
17-03-20,Johor,77,0,1,1,25,0
18-03-20,Johor,88,0,1,0,11,0
19-03-20,Johor,101,0,1,0,13,0
20-03-20,Johor,114,0,1,0,13,0
21-03-20,Johor,129,0,1,0,15,0
22-03-20,Johor,145,0,1,0,16,0
23-03-20,Johor,158,0,2,1,13,0
24-03-20,Johor,162,0,2,0,4,0
25-03-20,Johor,196,0,5,3,34,0
26-03-20,Johor,239,3,6,1,43,3
27-03-20,Johor,259,3,6,0,20,0
28-03-20,Johor,285,19,7,1,26,16
29-03-20,Johor,309,19,9,2,24,0
30-03-20,Johor,333,41,9,0,24,22
31-03-20,Johor,349,41,10,1,16,0
01-04-20,Johor,368,41,10,0,19,0
02-04-20,Johor,395,55,13,3,27,14
03-04-20,Johor,416,66,13,0,21,11
04-04-20,Johor,422,78,13,0,6,12
05-04-20,Johor,438,88,13,0,16,10
06-04-20,Johor,468,115,13,0,30,27
07-04-20,Johor,478,134,13,0,10,19
08-04-20,Johor,496,148,13,0,18,14
09-04-20,Johor,503,175,13,0,7,27
10-04-20,Johor,523,219,13,0,20,44
11-04-20,Johor,544,232,13,0,21,13
12-04-20,Johor,558,251,13,0,14,19
13-04-20,Johor,579,279,13,0,21,28
14-04-20,Johor,587,292,15,2,8,13
15-04-20,Johor,601,292,15,0,14,0
16-04-20,Johor,614,292,15,0,13,0
17-04-20,Johor,623,292,15,0,9,0
18-04-20,Johor,639,292,15,0,16,0
19-04-20,Johor,642,293,16,1,3,1
20-04-20,Johor,644,294,16,0,2,1
21-04-20,Johor,645,295,16,0,1,1
22-04-20,Johor,648,295,16,0,3,0
23-04-20,Johor,651,295,17,1,3,0
24-04-20,Johor,655,295,17,0,4,0
25-04-20,Johor,655,296,17,0,0,1
26-04-20,Johor,659,297,17,0,4,1
27-04-20,Johor,659,298,18,1,0,1
28-04-20,Johor,660,298,18,0,1,0
29-04-20,Johor,660,299,18,0,0,1
30-04-20,Johor,663,309,18,0,3,10
01-05-20,Johor,666,327,18,0,3,18
02-05-20,Johor,667,336,18,0,1,9
03-05-20,Johor,667,352,18,0,0,16
04-05-20,Johor,667,361,18,0,0,9
05-05-20,Johor,667,368,18,0,0,7
06-05-20,Johor,667,379,18,0,0,11
07-05-20,Johor,667,395,18,0,0,16
08-05-20,Johor,667,407,18,0,0,12
09-05-20,Johor,667,421,18,0,0,14
10-05-20,Johor,667,427,18,0,0,6
11-05-20,Johor,667,435,18,0,0,8
12-05-20,Johor,667,443,18,0,0,8
13-05-20,Johor,667,446,19,1,0,3
14-05-20,Johor,668,450,19,0,1,4
15-05-20,Johor,668,459,19,0,0,9
16-05-20,Johor,668,467,19,0,0,8
17-05-20,Johor,668,475,19,0,0,8
18-05-20,Johor,668,413,19,0,0,12
19-05-20,Johor,669,418,19,0,1,5
20-05-20,Johor,669,420,19,0,0,2
21-05-20,Johor,669,431,19,0,0,11
22-05-20,Johor,669,435,19,0,0,4
23-05-20,Johor,670,452,19,0,1,17
24-05-20,Johor,671,455,19,0,1,3
25-05-20,Johor,671,458,19,0,0,3
26-05-20,Johor,671,464,19,0,0,6
27-05-20,Johor,671,505,19,0,0,41
28-05-20,Johor,671,521,19,0,0,16
29-05-20,Johor,674,528,19,0,3,7
30-05-20,Johor,675,530,19,0,1,2
31-05-20,Johor,675,531,19,0,0,1
01-06-20,Johor,675,533,19,0,0,2
02-06-20,Johor,676,536,19,0,1,3
03-06-20,Johor,676,537,19,0,0,1
04-06-20,Johor,676,537,19,0,0,0
05-06-20,Johor,676,537,20,1,0,0
06-06-20,Johor,676,537,20,0,0,0
07-06-20,Johor,676,537,20,0,0,0
08-06-20,Johor,676,539,20,0,0,2
09-06-20,Johor,676,540,20,0,0,1
10-06-20,Johor,677,540,20,0,1,0
11-06-20,Johor,677,540,20,0,0,0
12-06-20,Johor,678,541,20,0,1,1
13-06-20,Johor,680,541,20,0,2,0
14-06-20,Johor,680,541,20,0,0,0
15-06-20,Johor,683,542,20,0,3,1
16-06-20,Johor,684,542,20,0,1,0
17-06-20,Johor,684,542,20,0,0,0
18-06-20,Johor,686,543,20,0,2,1
19-06-20,Johor,686,544,20,0,0,1
20-06-20,Johor,686,544,20,0,0,0
21-06-20,Johor,687,544,20,0,1,0
22-06-20,Johor,688,546,20,0,1,2
23-06-20,Johor,688,547,20,0,0,1
24-06-20,Johor,688,548,20,0,0,1
25-06-20,Johor,689,548,20,0,1,0
26-06-20,Johor,691,548,20,0,2,0
27-06-20,Johor,691,549,20,0,0,1
28-06-20,Johor,691,550,20,0,0,1
29-06-20,Johor,691,551,20,0,0,1
30-06-20,Johor,691,551,20,0,0,0
01-07-20,Johor,691,552,20,0,0,1
02-07-20,Johor,692,552,20,0,1,0
03-07-20,Johor,692,552,20,0,0,0
04-07-20,Johor,692,552,20,0,0,0
05-07-20,Johor,692,552,20,0,0,0
06-07-20,Johor,693,552,20,0,1,0
07-07-20,Johor,694,552,20,0,1,0
08-07-20,Johor,694,552,20,0,0,0
09-07-20,Johor,696,552,20,0,2,0
10-07-20,Johor,697,552,20,0,1,0
11-07-20,Johor,699,552,20,0,2,0
12-07-20,Johor,699,552,20,0,0,0
13-07-20,Johor,699,552,20,0,0,0
14-07-20,Johor,701,552,20,0,2,0
15-07-20,Johor,701,552,20,0,0,0
16-07-20,Johor,701,552,20,0,0,0
17-07-20,Johor,701,552,20,0,0,0
18-07-20,Johor,701,552,20,0,0,0
19-07-20,Johor,702,552,21,1,1,0
20-07-20,Johor,716,552,21,0,14,0
21-07-20,Johor,716,552,21,0,0,0
22-07-20,Johor,717,553,21,0,1,1
23-07-20,Johor,718,553,21,0,1,0
24-07-20,Johor,718,554,21,0,0,1
25-07-20,Johor,730,554,21,0,12,0
26-07-20,Johor,737,554,21,0,7,0
27-07-20,Johor,737,558,21,0,0,4
28-07-20,Johor,737,559,21,0,0,1
29-07-20,Johor,737,561,21,0,0,2
30-07-20,Johor,739,561,21,0,2,0
31-07-20,Johor,742,561,21,0,3,0
01-08-20,Johor,742,564,21,0,0,3
02-08-20,Johor,742,565,21,0,0,1
03-08-20,Johor,742,565,21,0,0,0
04-08-20,Johor,742,568,21,0,0,3
05-08-20,Johor,743,569,21,0,1,1
06-08-20,Johor,743,570,21,0,0,1
07-08-20,Johor,744,570,21,0,1,0
08-08-20,Johor,744,589,21,0,0,19
09-08-20,Johor,744,591,21,0,0,2
10-08-20,Johor,746,592,21,0,2,1
11-08-20,Johor,747,592,21,0,1,0
12-08-20,Johor,749,594,21,0,2,2
13-08-20,Johor,749,595,21,0,0,1
14-08-20,Johor,749,597,21,0,0,2
15-08-20,Johor,750,597,21,0,1,0
16-08-20,Johor,750,598,21,0,0,1
17-08-20,Johor,750,599,21,0,0,1
18-08-20,Johor,750,601,21,0,0,2
19-08-20,Johor,751,602,21,0,1,1
20-08-20,Johor,751,602,21,0,0,0
21-08-20,Johor,751,604,21,0,0,2
22-08-20,Johor,751,604,21,0,0,0
23-08-20,Johor,751,606,21,0,0,2
24-08-20,Johor,751,607,21,0,0,1
25-08-20,Johor,751,607,21,0,0,0
26-08-20,Johor,751,607,21,0,0,0
27-08-20,Johor,751,607,21,0,0,0
28-08-20,Johor,751,608,21,0,0,1
29-08-20,Johor,751,609,21,0,0,1
30-08-20,Johor,751,609,21,0,0,0
31-08-20,Johor,751,611,21,0,0,2
01-09-20,Johor,751,611,21,0,0,0
02-09-20,Johor,751,611,21,0,0,0
03-09-20,Johor,752,611,21,0,1,0
04-09-20,Johor,752,611,21,0,0,0
05-09-20,Johor,752,611,21,0,0,0
06-09-20,Johor,752,611,21,0,0,0
07-09-20,Johor,752,612,21,0,0,1
08-09-20,Johor,752,612,21,0,0,0
09-09-20,Johor,752,612,21,0,0,0
10-09-20,Johor,752,612,21,0,0,0
11-09-20,Johor,752,612,21,0,0,0
12-09-20,Johor,752,612,21,0,0,0
13-09-20,Johor,752,612,21,0,0,0
14-09-20,Johor,752,612,21,0,0,0
15-09-20,Johor,752,612,21,0,0,0
16-09-20,Johor,752,612,21,0,0,0
17-09-20,Johor,752,613,21,0,0,1
18-09-20,Johor,752,613,21,0,0,0
19-09-20,Johor,752,616,21,0,0,3
20-09-20,Johor,752,617,21,0,0,1
21-09-20,Johor,752,618,21,0,0,1
22-09-20,Johor,752,618,21,0,0,0
23-09-20,Johor,752,619,21,0,0,1
24-09-20,Johor,753,620,21,0,1,1
25-09-20,Johor,754,620,21,0,1,0
26-09-20,Johor,755,620,21,0,1,0
27-09-20,Johor,757,620,21,0,2,0
28-09-20,Johor,757,620,21,0,0,0
29-09-20,Johor,759,620,21,0,2,0
30-09-20,Johor,767,622,21,0,8,2
01-10-20,Johor,772,622,21,0,5,0
02-10-20,Johor,773,622,21,0,1,0
03-10-20,Johor,777,623,21,0,4,1
04-10-20,Johor,785,623,21,0,8,0
05-10-20,Johor,787,624,21,0,2,1
06-10-20,Johor,793,624,21,0,6,0
07-10-20,Johor,799,624,21,0,6,0
08-10-20,Johor,804,624,21,0,5,0
09-10-20,Johor,809,633,21,0,5,9
10-10-20,Johor,811,633,21,0,2,0
11-10-20,Johor,814,634,21,0,3,1
12-10-20,Johor,816,638,21,0,2,4
13-10-20,Johor,826,644,21,0,10,6
14-10-20,Johor,829,650,21,0,3,6
15-10-20,Johor,829,658,21,0,0,8
16-10-20,Johor,834,662,21,0,5,4
17-10-20,Johor,836,663,21,0,2,1
18-10-20,Johor,837,665,21,0,1,2
19-10-20,Johor,839,680,21,0,2,15
20-10-20,Johor,840,683,21,0,1,3
21-10-20,Johor,840,687,21,0,0,4
22-10-20,Johor,841,697,21,0,1,10
23-10-20,Johor,845,701,21,0,4,4
24-10-20,Johor,852,701,21,0,7,0
25-10-20,Johor,867,703,21,0,15,2
26-10-20,Johor,871,706,21,0,4,3
27-10-20,Johor,879,712,21,0,8,6
28-10-20,Johor,887,713,21,0,8,1
29-10-20,Johor,897,715,21,0,10,2
30-10-20,Johor,906,719,21,0,9,4
31-10-20,Johor,906,720,21,0,0,1
01-11-20,Johor,907,721,21,0,1,1
02-11-20,Johor,916,728,21,0,9,7
03-11-20,Johor,917,742,21,0,1,14
04-11-20,Johor,919,745,21,0,2,3
05-11-20,Johor,921,755,21,0,2,10
06-11-20,Johor,925,767,21,0,4,12
07-11-20,Johor,930,774,21,0,5,7
08-11-20,Johor,931,783,21,0,1,9
09-11-20,Johor,941,794,21,0,10,11
10-11-20,Johor,949,802,21,0,8,8
11-11-20,Johor,959,807,21,0,10,5
12-11-20,Johor,967,808,21,0,8,1
13-11-20,Johor,970,811,21,0,3,3
14-11-20,Johor,985,811,21,0,15,0
15-11-20,Johor,994,814,21,0,9,3
16-11-20,Johor,1002,820,21,0,8,6
17-11-20,Johor,1016,827,21,0,14,7
18-11-20,Johor,1019,830,21,0,3,3
19-11-20,Johor,1034,833,22,1,15,3
20-11-20,Johor,1043,843,22,0,9,10
21-11-20,Johor,1076,845,22,0,33,2
22-11-20,Johor,1085,847,22,0,9,2
23-11-20,Johor,1100,850,22,0,15,3
24-11-20,Johor,1119,856,22,0,19,6
25-11-20,Johor,1149,862,22,0,30,6
26-11-20,Johor,1209,867,22,0,60,5
27-11-20,Johor,1242,879,22,0,33,12
28-11-20,Johor,1288,902,22,0,46,23
29-11-20,Johor,1325,916,22,0,37,14
30-11-20,Johor,1379,934,22,0,54,18
01-12-20,Johor,1447,964,22,0,68,30
02-12-20,Johor,1549,984,22,0,102,20
03-12-20,Johor,1627,1008,24,2,78,24
04-12-20,Johor,1696,1112,24,0,69,30
05-12-20,Johor,1762,1135,25,1,66,23
06-12-20,Johor,1887,1182,26,1,125,47
07-12-20,Johor,1985,1222,26,0,98,40
08-12-20,Johor,2093,1281,26,0,108,59
09-12-20,Johor,2193,1363,28,2,100,82
10-12-20,Johor,2293,1407,28,0,100,44
11-12-20,Johor,2362,1465,28,0,69,58
12-12-20,Johor,2467,1520,31,3,105,55
13-12-20,Johor,2570,1613,31,0,103,93
14-12-20,Johor,2615,1706,31,0,45,93
15-12-20,Johor,2663,1834,31,0,48,128
16-12-20,Johor,2768,2133,31,0,105,299
17-12-20,Johor,2835,2166,32,1,67,33
18-12-20,Johor,2912,2270,32,0,77,104
19-12-20,Johor,2987,2384,32,0,75,114
20-12-20,Johor,3143,2562,32,0,156,178
21-12-20,Johor,3421,2662,32,0,278,100
22-12-20,Johor,3588,2737,32,0,167,75
23-12-20,Johor,3706,2794,32,0,118,57
24-12-20,Johor,3821,2867,32,0,115,73
25-12-20,Johor,4026,2980,32,0,205,113
26-12-20,Johor,4438,3052,32,0,412,72
27-12-20,Johor,4632,3153,32,0,194,101
28-12-20,Johor,4823,3218,32,0,191,65
29-12-20,Johor,4933,3335,32,0,110,117
30-12-20,Johor,5540,3448,33,1,607,113
31-12-20,Johor,5734,3578,35,2,194,130
01-01-21,Johor,5846,3645,35,0,112,67
02-01-21,Johor,6426,3855,35,0,580,210
03-01-21,Johor,6605,4143,37,2,179,288
04-01-21,Johor,6900,4439,39,2,295,296
05-01-21,Johor,7328,4616,39,0,428,177
06-01-21,Johor,7899,4818,39,0,571,202
07-01-21,Johor,9002,5389,39,0,1103,571
08-01-21,Johor,9300,5673,42,3,298,284
09-01-21,Johor,9602,5918,45,3,302,245
10-01-21,Johor,9923,6062,45,0,321,144
11-01-21,Johor,10319,6616,45,0,396,554
12-01-21,Johor,10761,6913,45,0,442,297
13-01-21,Johor,11296,7170,46,1,535,257
14-01-21,Johor,11756,8377,48,2,460,1207
15-01-21,Johor,12291,8876,49,1,535,499
16-01-21,Johor,13010,9233,49,0,719,357
17-01-21,Johor,13372,9696,51,2,362,463
18-01-21,Johor,13701,10199,51,0,329,503
19-01-21,Johor,14069,10591,53,2,368,392
20-01-21,Johor,14539,10803,56,3,470,212
21-01-21,Johor,14962,10942,60,4,423,139
22-01-21,Johor,15428,11179,61,1,466,237
23-01-21,Johor,15853,11389,63,2,425,210
24-01-21,Johor,16231,11531,65,2,378,142
25-01-21,Johor,16760,11680,65,0,529,149
26-01-21,Johor,17276,11851,66,1,516,171
27-01-21,Johor,18345,11953,66,0,1069,102
28-01-21,Johor,19062,12073,66,0,717,120
29-01-21,Johor,19746,12247,66,0,684,174
30-01-21,Johor,20538,12361,67,1,792,114
31-01-21,Johor,21558,12524,67,0,1020,163
01-02-21,Johor,22626,12684,68,1,1068,160
02-02-21,Johor,23334,12908,70,2,708,224
03-02-21,Johor,24298,13024,71,1,964,116
04-02-21,Johor,24962,13138,73,2,664,114
05-02-21,Johor,25560,13363,73,0,598,225
06-02-21,Johor,26145,13515,76,3,585,152
07-02-21,Johor,26644,13738,77,1,499,223
08-02-21,Johor,27134,13937,79,2,490,199
09-02-21,Johor,27655,14119,81,2,521,182
10-02-21,Johor,28024,14247,83,2,369,128
11-02-21,Johor,28801,14351,85,2,777,104
12-02-21,Johor,29543,14524,86,1,742,173
13-02-21,Johor,30345,14676,87,1,802,152
14-02-21,Johor,30837,14767,87,0,492,91
15-02-21,Johor,31106,14875,88,1,269,108
16-02-21,Johor,31557,15028,88,0,451,153
17-02-21,Johor,31993,15148,89,1,436,120
18-02-21,Johor,32419,15276,90,1,426,128
19-02-21,Johor,33149,15384,91,1,730,108
20-02-21,Johor,33382,15496,91,0,233,112
21-02-21,Johor,33813,15607,91,0,431,111
22-02-21,Johor,34024,15730,92,1,211,123
23-02-21,Johor,34452,15808,93,1,428,78
24-02-21,Johor,34770,15910,93,0,318,102
25-02-21,Johor,35027,15992,93,0,257,82
26-02-21,Johor,35303,16135,94,1,276,143
27-02-21,Johor,35617,16214,95,1,314,79
28-02-21,Johor,35957,16311,96,1,340,97
01-03-21,Johor,36447,16454,96,0,490,143
02-03-21,Johor,36610,16592,96,0,163,138
03-03-21,Johor,36986,16685,97,1,376,93
04-03-21,Johor,37241,16793,97,0,255,108
05-03-21,Johor,37704,16906,97,0,463,113
06-03-21,Johor,37843,17000,97,0,139,94
07-03-21,Johor,38001,17094,97,0,158,94
08-03-21,Johor,38121,17189,99,2,120,95
09-03-21,Johor,38286,17249,99,0,165,60
10-03-21,Johor,38559,17319,100,1,273,70
11-03-21,Johor,38729,17401,102,2,170,82
12-03-21,Johor,38864,17441,102,0,135,40
13-03-21,Johor,38965,17547,102,0,101,106
14-03-21,Johor,39086,17613,102,0,121,66
15-03-21,Johor,39204,17728,103,1,118,115
16-03-21,Johor,39295,17780,103,0,91,52
17-03-21,Johor,39464,17853,103,0,169,73
18-03-21,Johor,39606,17932,103,0,142,79
19-03-21,Johor,39743,17999,103,0,137,67
20-03-21,Johor,39873,18047,103,0,130,48
21-03-21,Johor,40014,18097,103,0,141,50
22-03-21,Johor,40100,18202,103,0,86,105
23-03-21,Johor,40261,18257,104,1,161,55
24-03-21,Johor,40396,18303,104,0,135,46
25-03-21,Johor,40525,18371,104,0,129,68
26-03-21,Johor,40645,18442,104,0,120,71
27-03-21,Johor,40726,18523,104,0,81,81
28-03-21,Johor,40902,18591,104,0,176,68
29-03-21,Johor,41073,18662,104,0,171,71
30-03-21,Johor,41169,18720,104,0,96,58
31-03-21,Johor,41255,18778,105,1,86,58
01-04-21,Johor,41420,18859,106,1,165,81
02-04-21,Johor,41523,18940,107,1,103,81
03-04-21,Johor,41606,18989,107,0,83,49
04-04-21,Johor,41701,19072,107,0,95,83
05-04-21,Johor,41756,19136,108,1,55,64
06-04-21,Johor,41854,19209,108,0,98,73
07-04-21,Johor,41956,19264,109,1,102,55
08-04-21,Johor,42057,19351,109,0,101,87
09-04-21,Johor,42160,19468,109,0,103,117
10-04-21,Johor,42240,19538,109,0,80,70
11-04-21,Johor,42307,19598,110,1,67,60
12-04-21,Johor,42368,19716,110,0,61,118
13-04-21,Johor,42442,19782,110,0,74,66
14-04-21,Johor,42526,19839,110,0,84,57
15-04-21,Johor,42708,19914,111,1,182,75
16-04-21,Johor,42829,19992,111,0,121,78
17-04-21,Johor,42929,20042,111,0,100,50
18-04-21,Johor,43316,20097,111,0,387,55
19-04-21,Johor,43431,20206,111,0,115,109
20-04-21,Johor,43533,20279,111,0,102,73
21-04-21,Johor,43703,20370,111,0,170,91
22-04-21,Johor,43872,20463,111,0,169,93
23-04-21,Johor,44002,20565,111,0,130,102
24-04-21,Johor,44128,20619,111,0,126,54
25-04-21,Johor,44287,20714,111,0,159,95
26-04-21,Johor,44596,20825,112,1,309,111
27-04-21,Johor,44816,20922,114,2,220,97
28-04-21,Johor,45010,21015,115,1,194,93
29-04-21,Johor,45217,21147,116,1,207,132
30-04-21,Johor,45377,21301,118,2,160,154
01-05-21,Johor,45687,21423,118,0,310,122
02-05-21,Johor,45900,21549,120,2,213,126
03-05-21,Johor,46105,21705,121,1,205,156
04-05-21,Johor,46441,21830,123,2,336,125
05-05-21,Johor,46733,21959,125,2,292,129
06-05-21,Johor,46991,22196,128,3,258,237
07-05-21,Johor,47318,22375,130,2,327,179
08-05-21,Johor,47606,22571,134,4,288,196
09-05-21,Johor,47971,22783,138,4,365,212
10-05-21,Johor,48228,22993,138,0,257,210
11-05-21,Johor,48612,23145,141,3,384,152
12-05-21,Johor,48960,23353,151,10,348,208
13-05-21,Johor,49427,23559,156,5,467,206
14-05-21,Johor,49762,23831,162,6,335,272
15-05-21,Johor,50195,24129,165,3,433,298
16-05-21,Johor,50419,24366,165,0,224,237
17-05-21,Johor,50810,24593,168,3,391,227
18-05-21,Johor,51217,24881,172,4,407,288
19-05-21,Johor,51916,25176,178,6,699,295
20-05-21,Johor,52531,25568,192,14,615,392
21-05-21,Johor,52937,25878,197,5,406,310
22-05-21,Johor,53414,26204,202,5,477,326
23-05-21,Johor,53963,26486,210,8,549,282
24-05-21,Johor,54431,26721,221,11,468,235
25-05-21,Johor,55095,26990,231,10,664,269
26-05-21,Johor,55682,27333,239,8,587,343
27-05-21,Johor,56231,27605,246,7,549,272
28-05-21,Johor,56993,27915,250,4,762,310
29-05-21,Johor,57461,28248,264,14,468,333
30-05-21,Johor,57894,28597,276,12,433,349
31-05-21,Johor,58383,28773,288,12,489,176
01-06-21,Johor,58814,29075,296,8,431,302
02-06-21,Johor,59368,29382,307,11,554,307
03-06-21,Johor,60120,29704,321,14,752,322
04-06-21,Johor,60566,30014,335,14,446,310
05-06-21,Johor,60978,30355,357,22,412,341
06-06-21,Johor,61543,30639,369,12,565,284
07-06-21,Johor,61898,31005,386,17,355,366
08-06-21,Johor,62354,31267,399,13,456,262
09-06-21,Johor,62822,31441,417,18,468,174
10-06-21,Johor,63346,31707,428,11,524,266
11-06-21,Johor,63772,32042,435,7,426,335
12-06-21,Johor,64276,32293,443,8,504,251
13-06-21,Johor,64639,32543,450,7,363,250
14-06-21,Johor,65069,32867,459,9,430,324
15-06-21,Johor,65435,33187,469,10,366,320
16-06-21,Johor,65827,33384,472,3,392,197
17-06-21,Johor,66276,33686,481,9,449,302
18-06-21,Johor,66868,33996,488,7,592,310
19-06-21,Johor,67366,34239,493,5,498,243
20-06-21,Johor,67993,34455,505,12,627,216
21-06-21,Johor,68307,34684,512,7,314,229
22-06-21,Johor,68546,34900,520,8,239,216
23-06-21,Johor,68828,35140,528,8,282,240
24-06-21,Johor,69174,35434,535,7,346,294
25-06-21,Johor,69370,35692,543,8,196,258
26-06-21,Johor,69699,36006,555,12,329,314
27-06-21,Johor,70011,36327,560,5,312,321
28-06-21,Johor,70254,36673,566,6,243,346
29-06-21,Johor,70525,36991,572,6,271,318
30-06-21,Johor,70824,37286,576,4,299,295
01-07-21,Johor,71094,37555,582,6,270,269
02-07-21,Johor,71611,37720,586,4,517,165
03-07-21,Johor,72025,37920,592,6,414,200
04-07-21,Johor,72525,38153,595,3,500,233
05-07-21,Johor,72849,38379,602,7,324,226
06-07-21,Johor,73162,38600,611,9,313,221
07-07-21,Johor,73386,38802,615,4,224,202
08-07-21,Johor,73722,39016,624,9,336,214
09-07-21,Johor,74037,39244,629,5,315,228
10-07-21,Johor,74436,39417,637,8,399,173
11-07-21,Johor,74828,39666,643,6,392,249
12-07-21,Johor,75235,39927,649,6,407,261
13-07-21,Johor,75641,40165,655,6,406,238
14-07-21,Johor,76037,40406,669,14,396,241
15-07-21,Johor,76636,40687,676,7,599,281
16-07-21,Johor,77245,40954,683,7,609,267
17-07-21,Johor,77870,41235,699,16,625,281
18-07-21,Johor,78678,41559,709,10,808,324
19-07-21,Johor,79554,41887,718,9,876,328
20-07-21,Johor,80347,42210,734,16,793,323
21-07-21,Johor,80991,42495,740,6,644,285
22-07-21,Johor,81782,42900,755,15,791,405
23-07-21,Johor,82504,43440,770,15,722,540
24-07-21,Johor,83308,43834,780,10,804,394
25-07-21,Johor,84258,44304,803,23,950,470
26-07-21,Johor,85707,44779,827,24,1449,475
27-07-21,Johor,86614,45437,848,21,907,658
28-07-21,Johor,87381,45892,865,17,767,455
29-07-21,Johor,88435,46434,882,17,1054,542
30-07-21,Johor,89539,46927,897,15,1104,493
16-03-20,Kedah,31,0,0,0,31,0
17-03-20,Kedah,31,0,0,0,0,0
18-03-20,Kedah,36,0,0,0,5,0
19-03-20,Kedah,40,0,0,0,4,0
20-03-20,Kedah,41,0,0,0,1,0
21-03-20,Kedah,47,0,0,0,6,0
22-03-20,Kedah,52,0,0,0,5,0
23-03-20,Kedah,59,0,0,0,7,0
24-03-20,Kedah,64,0,0,0,5,0
25-03-20,Kedah,69,0,0,0,5,0
26-03-20,Kedah,72,0,1,1,3,0
27-03-20,Kedah,73,6,1,0,1,6
28-03-20,Kedah,74,7,1,0,1,1
29-03-20,Kedah,75,10,1,0,1,3
30-03-20,Kedah,77,13,1,0,2,3
31-03-20,Kedah,77,16,1,0,0,3
01-04-20,Kedah,79,18,1,0,2,2
02-04-20,Kedah,80,21,1,0,1,3
03-04-20,Kedah,81,26,1,0,1,5
04-04-20,Kedah,81,31,1,0,0,5
05-04-20,Kedah,82,37,1,0,1,6
06-04-20,Kedah,85,37,1,0,3,0
07-04-20,Kedah,90,41,1,0,5,4
08-04-20,Kedah,91,51,1,0,1,10
09-04-20,Kedah,93,55,1,0,2,4
10-04-20,Kedah,93,55,1,0,0,0
11-04-20,Kedah,93,59,1,0,0,4
12-04-20,Kedah,93,61,1,0,0,2
13-04-20,Kedah,93,63,1,0,0,2
14-04-20,Kedah,93,64,1,0,0,1
15-04-20,Kedah,94,64,1,0,1,0
16-04-20,Kedah,94,70,1,0,0,6
17-04-20,Kedah,94,70,1,0,0,0
18-04-20,Kedah,94,70,1,0,0,0
19-04-20,Kedah,94,72,1,0,0,2
20-04-20,Kedah,94,74,1,0,0,2
21-04-20,Kedah,94,74,1,0,0,0
22-04-20,Kedah,95,74,1,0,1,0
23-04-20,Kedah,95,74,1,0,0,0
24-04-20,Kedah,95,77,1,0,0,3
25-04-20,Kedah,95,77,1,0,0,0
26-04-20,Kedah,95,77,1,0,0,0
27-04-20,Kedah,95,77,1,0,0,0
28-04-20,Kedah,95,78,1,0,0,1
29-04-20,Kedah,95,78,1,0,0,0
30-04-20,Kedah,95,78,1,0,0,0
01-05-20,Kedah,95,79,1,0,0,1
02-05-20,Kedah,95,79,1,0,0,0
03-05-20,Kedah,95,79,1,0,0,0
04-05-20,Kedah,95,79,1,0,0,0
05-05-20,Kedah,95,79,1,0,0,0
06-05-20,Kedah,95,80,1,0,0,1
07-05-20,Kedah,95,80,1,0,0,0
08-05-20,Kedah,95,80,1,0,0,0
09-05-20,Kedah,95,80,1,0,0,0
10-05-20,Kedah,95,80,1,0,0,0
11-05-20,Kedah,95,81,1,0,0,1
12-05-20,Kedah,95,81,1,0,0,0
13-05-20,Kedah,95,81,1,0,0,0
14-05-20,Kedah,95,81,1,0,0,0
15-05-20,Kedah,95,81,1,0,0,0
16-05-20,Kedah,95,81,1,0,0,0
17-05-20,Kedah,95,81,1,0,0,0
18-05-20,Kedah,95,81,1,0,0,0
19-05-20,Kedah,95,81,1,0,0,0
20-05-20,Kedah,96,81,1,0,1,0
21-05-20,Kedah,96,81,1,0,0,0
22-05-20,Kedah,96,81,1,0,0,0
23-05-20,Kedah,96,81,1,0,0,0
24-05-20,Kedah,96,81,1,0,0,0
25-05-20,Kedah,96,81,1,0,0,0
26-05-20,Kedah,96,81,1,0,0,0
27-05-20,Kedah,96,81,1,0,0,0
28-05-20,Kedah,96,81,1,0,0,0
29-05-20,Kedah,96,81,1,0,0,0
30-05-20,Kedah,96,81,1,0,0,0
31-05-20,Kedah,96,81,1,0,0,0
01-06-20,Kedah,96,81,1,0,0,0
02-06-20,Kedah,96,82,1,0,0,1
03-06-20,Kedah,96,82,1,0,0,0
04-06-20,Kedah,96,82,1,0,0,0
05-06-20,Kedah,96,82,1,0,0,0
06-06-20,Kedah,96,82,1,0,0,0
07-06-20,Kedah,96,82,1,0,0,0
08-06-20,Kedah,96,82,1,0,0,0
09-06-20,Kedah,96,82,1,0,0,0
10-06-20,Kedah,96,82,1,0,0,0
11-06-20,Kedah,96,82,1,0,0,0
12-06-20,Kedah,96,82,1,0,0,0
13-06-20,Kedah,96,82,1,0,0,0
14-06-20,Kedah,96,82,1,0,0,0
15-06-20,Kedah,96,82,1,0,0,0
16-06-20,Kedah,96,82,1,0,0,0
17-06-20,Kedah,96,82,1,0,0,0
18-06-20,Kedah,96,82,1,0,0,0
19-06-20,Kedah,96,82,1,0,0,0
20-06-20,Kedah,96,82,1,0,0,0
21-06-20,Kedah,96,82,1,0,0,0
22-06-20,Kedah,96,82,1,0,0,0
23-06-20,Kedah,96,82,1,0,0,0
24-06-20,Kedah,96,82,1,0,0,0
25-06-20,Kedah,96,82,1,0,0,0
26-06-20,Kedah,97,82,1,0,1,0
